prefecture,date,positive,death,mobility,gdp,population,gop
Aichi,21937,1,0,,100.0000048738965,7537000,102.0751
Aichi,21944,1,0,,99.64363657331664,7537000,101.7622428571429
Aichi,21951,0,0,,98.75271582186689,7537000,100.9801
Aichi,21958,3,0,-7,98.75271582186689,7537000,100.9801
Aichi,21965,12,0,-.75,98.75271582186689,7537000,100.9801
Aichi,21972,15,0,-3.5,98.21301547316163,7537000,100.0673285714286
Aichi,21979,48,1,-7.75,94.97481338093009,7537000,94.59069999999998
Aichi,21986,41,11,-4.5,94.97481338093009,7537000,94.59069999999998
Aichi,21993,22,4,-1.75,94.97481338093009,7537000,94.59069999999998
Aichi,22000,24,3,-4,94.97481338093009,7537000,94.59069999999998
Aichi,22007,61,1,-5.5,86.33277689338615,7537000,89.21484285714284
Aichi,22014,99,4,-8.75,82.87596229836858,7537000,87.06449999999998
Aichi,22021,82,1,-20.75,82.87596229836858,7537000,87.06449999999998
Aichi,22028,68,6,-27.5,82.87596229836858,7537000,87.06449999999998
Aichi,22035,15,3,-24.5,80.59913108369395,7537000,84.61812857142857
Aichi,22042,9,0,-28.25,77.56335613079445,7537000,81.35630000000002
Aichi,22049,8,0,-21.25,77.56335613079445,7537000,81.35630000000002
Aichi,22056,1,0,-17.75,77.56335613079445,7537000,81.35630000000002
Aichi,22063,1,0,-14,77.56335613079445,7537000,81.35630000000002
Aichi,22070,3,0,-11.5,84.71979417421296,7537000,86.00149999999998
Aichi,22077,5,0,-16.5,84.71979417421296,7537000,86.00149999999998
Aichi,22084,7,0,-8,84.71979417421296,7537000,86.00149999999998
Aichi,22091,0,0,-9.75,84.71979417421296,7537000,86.00149999999998
Aichi,22098,2,0,-11.75,87.74990079437544,7537000,89.58621428571428
Aichi,22105,6,0,-16,88.96194344244041,7537000,91.02009999999999
Aichi,22112,109,0,-15,88.96194344244041,7537000,91.02009999999999
Aichi,22119,460,1,-14.75,88.96194344244041,7537000,91.02009999999999
Aichi,22126,1073,0,-12,89.42117314961044,7537000,91.88484285714286
Aichi,22133,1018,2,-13,90.56924741753552,7537000,94.0467
Aichi,22140,607,7,-17,90.56924741753552,7537000,94.0467
Aichi,22147,449,13,-15.75,90.56924741753552,7537000,94.0467
Aichi,22154,307,8,-14.25,90.56924741753552,7537000,94.0467
Aichi,22161,206,9,-14.75,93.28305308567845,7537000,95.61544285714285
Aichi,22168,200,2,-14.5,93.73535403036892,7537000,95.87689999999999
Aichi,22175,206,5,-7,93.73535403036892,7537000,95.87689999999999
Aichi,22182,187,2,-10.25,93.73535403036892,7537000,95.87689999999999
Aichi,22189,147,3,-7.5,95.0611988649345,7537000,97.4177
Aichi,22196,102,5,-11.5,96.0555824908587,7537000,98.5733
Aichi,22203,146,0,-6.5,96.0555824908587,7537000,98.5733
Aichi,22210,184,1,-5.75,96.0555824908587,7537000,98.5733
Aichi,22217,406,4,-6.75,95.98689617470241,7537000,98.5086
Aichi,22224,537,2,-8.25,95.57477827776461,7537000,98.1204
Aichi,22231,834,2,-7.25,95.57477827776461,7537000,98.1204
Aichi,22238,1118,6,-7.75,95.57477827776461,7537000,98.1204
Aichi,22245,1186,10,-9,95.57477827776461,7537000,98.1204
Aichi,22252,1324,16,-9.75,94.69765479971061,7537000,96.41922857142858
Aichi,22259,1382,12,-10.25,94.55146755336828,7537000,96.13570000000001
Aichi,22266,1425,19,-12.75,94.55146755336828,7537000,96.13570000000001
Aichi,22273,1537,32,-12.75,94.55146755336828,7537000,96.13570000000001
Aichi,22280,1426,32,-35.5,94.8532783361923,7537000,95.52837142857143
Aichi,22287,2330,48,-19.5,95.25569271329104,7537000,94.71860000000001
Aichi,22294,1854,48,-19,95.25569271329104,7537000,94.71860000000001
