year,month,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi,Japan
2020,1,102.0308,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030775,102.030771184226
2020,2,100.9347,101.648555,98.5857505,100.72271,99.7836235,101.95133,100.117394,100.898,100.824633,101.244775,99.8799865,101.457185,99.1261805,100.691205,100.737981,98.92025,100.917885,100.814606,99.173037,100.261405,101.98437,99.5582735,100.951975,100.76753,101.025745,99.8812095,101.66719,99.8683475,101.650425,99.0217475,100.1469445,102.389695,102.096283,101.107223,99.487883,102.877336,100.240955,100.0782115,99.479633,101.241945,100.336571,100.2070405,99.567869,100.584936,100.6212755,99.9833945,100.2456115,100.480274993257
2020,3,94.5435,97.372566,96.807011,96.66177,98.363586,98.4740065,99.462556,98.050617,95.691948,98.3874325,96.320183,96.890175,96.8547975,98.041916,94.7615585,95.820461,100.18334,99.198139,97.1084135,98.942096,97.2310675,96.3078535,93.9908905,97.5528985,96.9342805,96.6988145,98.730051,96.198219,97.77504,96.7752915,98.29052,98.4103495,99.363907,99.0702895,96.9208105,97.1616135,97.285286,97.3702085,97.9277765,100.600127,96.706642,97.438427,95.395298,98.0598485,96.236458,95.8787385,96.7657245,97.1141938823293
2020,4,87.1695,92.2985305,92.6186445,89.941826,93.1965865,94.4706955,87.1243285,91.723877,91.8636285,93.164894,88.0996625,93.668621,88.7115825,92.816677,92.8688125,93.6342165,94.218384,93.130394,89.8114205,95.220623,92.2196045,89.8316725,90.2951125,94.338562,95.0991705,91.7081185,96.403363,89.4184685,91.731365,90.642239,92.9625895,92.14275,92.506855,97.8300845,91.297394,91.193016,93.197998,88.506794,91.5853425,97.6619415,89.0395695,92.282448,91.3203625,91.381069,93.4773025,89.7010915,93.460884,90.6294719768438
2020,5,81.42,89.913551,90.5701905,87.0667345,91.8611295,94.218857,85.9313815,89.515564,87.342308,82.9515075,86.581291,92.2179715,86.4003255,89.0504875,89.9775505,92.031086,92.751068,93.2045595,85.9816895,92.8310165,90.640774,87.425488,86.347294,92.243954,91.546852,86.63385,92.9989735,88.6488225,87.927685,89.157478,90.4861065,90.8808705,90.02927,95.0698125,86.997322,86.296715,89.494137,84.1375805,87.469883,94.4478725,85.3178295,90.37307,87.4432255,87.3284795,89.8974265,87.4316635,88.4837875,87.2812240994253
2020,6,86.0765,94.501564,93.6207735,94.205555,97.613735,99.0796435,93.796654,92.844124,91.302544,90.5274585,92.0139615,96.4881895,92.4285815,94.094738,93.2253075,96.428089,98.8367895,97.879345,92.4126435,98.884381,98.7194335,93.9205855,92.316818,95.5836415,95.397602,91.697628,97.7879075,94.332203,93.5821455,95.5507735,96.357693,96.7547035,95.380234,99.551199,93.5168765,93.2015155,93.8140525,92.040901,94.050743,101.0426565,92.3371395,94.432049,92.544197,93.2747005,93.341824,93.912262,93.7437785,93.2381616826035
2020,7,90.6465,93.6308135,94.094471,94.0574345,96.1027375,100.108664,95.056091,93.4434125,91.393688,93.38871,94.2563135,96.1378705,92.8489075,93.808647,94.018814,95.3143275,96.4570525,95.7781485,93.995159,98.8706755,95.914623,93.453953,92.420334,93.930027,96.325321,91.6897775,98.4102175,94.5223125,92.940613,95.7304455,95.969723,97.9491425,97.4363745,98.948829,93.8689685,94.887306,94.3711585,94.6343765,94.14513,101.150824,92.8065945,94.5503425,93.276451,93.2496985,93.4678955,93.65757,94.2482335,94.0557993158274
2020,8,93.6604,93.583115,95.628002,95.085762,96.3990705,102.922006,96.033718,94.417389,93.253563,97.2647975,95.651077,96.68491,93.833866,96.3209685,94.9892425,97.5022625,97.88962,98.8471245,95.6671525,99.305241,97.566723,95.5266345,95.8225215,94.42416,95.961796,94.0126955,97.716291,96.0529975,94.78817,96.265694,96.51487,97.286892,98.4017025,100.914392,95.014847,94.1223525,96.5122795,95.7909965,95.5714605,103.06522,94.2090605,96.2591745,94.422592,94.183952,94.129448,96.0181545,96.20089,95.5155663248313
2020,9,95.4843,95.7748565,96.7330475,96.9068835,99.23147,102.031505,97.356697,96.7635305,95.072765,97.1828615,96.1826175,97.945915,94.697529,97.041313,94.589653,98.3091355,99.8711485,100.033246,97.09103,101.845043,102.668737,96.673752,96.156101,96.616501,98.1284295,95.9926525,99.1641735,97.058647,96.816498,97.7524375,98.4318735,96.358696,99.4527205,100.089635,96.677055,97.359759,97.8055765,97.0461845,96.634464,103.907905,95.32119,97.234154,97.2610895,95.3460465,94.7184565,97.3829995,97.3170015,96.857791628786
2020,10,98.3973,96.2086255,98.292896,97.961338,99.1347375,104.600675,100.77453,98.1566125,97.4112515,98.9372865,97.2271805,100.0896,95.857441,99.2764025,95.644466,99.2959765,100.2233065,102.0372,98.8349115,103.080635,100.914044,99.2438305,97.6597255,98.032753,100.998355,98.0767515,100.7804685,97.9115985,99.3386305,99.938583,100.792734,98.2825735,100.82943,102.112616,98.607342,98.809794,99.5046995,98.994213,97.846874,104.08062,97.3250045,98.7885055,98.9948925,96.2374685,96.876152,98.047062,100.768335,98.6812948447603
2020,11,97.9445,96.9818535,97.604893,98.1714555,99.9554845,104.838685,100.429665,98.8395375,96.897472,98.529171,97.1263885,99.985798,96.78532,99.295814,96.6204795,98.886141,100.3853075,100.335974,98.425106,102.38993,101.879906,99.0813445,97.7200585,98.065437,98.950674,99.419271,99.5192525,97.0258255,98.5825575,99.6709495,99.1633415,99.91456,100.377955,101.5442795,99.4767295,101.962667,99.2337115,98.03257,99.295784,106.642595,98.0936585,99.484625,97.183079,95.7164115,96.6589355,97.828945,104.7116,98.8091059979454
