prefecture,date,positive,death,mobility,gdp,population,gop
Aichi,21937,1,0,,100.000005599493,7537000,102.1029
Aichi,21944,1,0,,99.82499342086761,7537000,101.7299571428571
Aichi,21951,0,0,,99.38746297430407,7537000,100.7976
Aichi,21958,3,0,-7,99.38746297430407,7537000,100.7976
Aichi,21965,12,0,-.75,99.38746297430407,7537000,100.7976
Aichi,21972,15,0,-3.5,98.9149779711811,7537000,99.88842857142856
Aichi,21979,48,1,-7.75,96.0800679524433,7537000,94.43340000000001
Aichi,21986,41,11,-4.5,96.0800679524433,7537000,94.43340000000001
Aichi,21993,22,4,-1.75,96.0800679524433,7537000,94.43340000000001
Aichi,22000,24,3,-4,96.0800679524433,7537000,94.43340000000001
Aichi,22007,61,1,-5.5,87.08865916193463,7537000,89.49661428571429
Aichi,22014,99,4,-8.75,83.49209564573117,7537000,87.52189999999999
Aichi,22021,82,1,-20.75,83.49209564573117,7537000,87.52189999999999
Aichi,22028,68,6,-27.5,83.49209564573117,7537000,87.52189999999999
Aichi,22035,15,3,-24.5,81.15415844369987,7537000,85.25647142857143
Aichi,22042,9,0,-28.25,78.03690884099147,7537000,82.2359
Aichi,22049,8,0,-21.25,78.03690884099147,7537000,82.2359
Aichi,22056,1,0,-17.75,78.03690884099147,7537000,82.2359
Aichi,22063,1,0,-14,78.03690884099147,7537000,82.2359
Aichi,22070,3,0,-11.5,85.71259494503079,7537000,86.17949999999999
Aichi,22077,5,0,-16.5,85.71259494503079,7537000,86.17949999999999
Aichi,22084,7,0,-8,85.71259494503079,7537000,86.17949999999999
Aichi,22091,0,0,-9.75,85.71259494503079,7537000,86.17949999999999
Aichi,22098,2,0,-11.75,88.46544648416059,7537000,90.01521428571428
Aichi,22105,6,0,-16,89.56658709981254,7537000,91.54949999999998
Aichi,22112,109,0,-15,89.56658709981254,7537000,91.54949999999998
Aichi,22119,460,1,-14.75,89.56658709981254,7537000,91.54949999999998
Aichi,22126,1073,0,-12,90.13752001362933,7537000,92.21284285714286
Aichi,22133,1018,2,-13,91.5648522981713,7537000,93.87120000000002
Aichi,22140,607,7,-17,91.5648522981713,7537000,93.87120000000002
Aichi,22147,449,13,-15.75,91.5648522981713,7537000,93.87120000000002
Aichi,22154,307,8,-14.25,91.5648522981713,7537000,93.87120000000002
Aichi,22161,206,9,-14.75,94.19106552846397,7537000,95.42922857142857
Aichi,22168,200,2,-14.5,94.62876773351276,7537000,95.6889
Aichi,22175,206,5,-7,94.62876773351276,7537000,95.6889
Aichi,22182,187,2,-10.25,94.62876773351276,7537000,95.6889
Aichi,22189,147,3,-7.5,96.0948274003716,7537000,97.35627142857143
Aichi,22196,102,5,-11.5,97.19437215051572,7537000,98.60680000000001
Aichi,22203,146,0,-6.5,97.19437215051572,7537000,98.60680000000001
Aichi,22210,184,1,-5.75,97.19437215051572,7537000,98.60680000000001
Aichi,22217,406,4,-6.75,97.04477746758208,7537000,98.53821428571429
Aichi,22224,537,2,-8.25,96.14720936998025,7537000,98.12670000000001
Aichi,22231,834,2,-7.25,96.14720936998025,7537000,98.12670000000001
Aichi,22238,1118,6,-7.75,96.14720936998025,7537000,98.12670000000001
